leading_item_id,following_item_id,value
APQGTRMF,UGEQLMXM,157190
LRVGFDFM,RCBZUSIM,11379
QRKRBYJL,BSRMSVTC,173463
XIPPENFQ,JERHKLYW,9798
AANGBULD,EVBVXETX,5176491
QVLMOEYE,QRKRBYJL,2455484
RCBZUSIM,WBLJNPZQ,145507
XUOIQPFL,HXYSSRXE,5033584
JERHKLYW,JBVHSUWY,267406
VBYCLTYZ,RAWUKQMJ,3945978
EVBVXETX,BJALXPFS,129950
XUOIQPFL,SDWAYPIK,5270647
HXYSSRXE,UGEQLMXM,156954
AANGBULD,WPQXWHYO,11026178
KEUWZRKO,XIFHSOWQ,50075
ATLDMDBO,UXSPKBJR,381665
WHPUAOID,LTOYKIML,308756
OKMBFVKS,FDXPMYGF,2793
SDWAYPIK,LUENUFGA,3442156
GYHKIVQT,ZXERAXWP,25327
BTMOEMEP,WBLJNPZQ,139628
RCBZUSIM,BUZIIBYG,13416300
JPBRUTWP,WBLJNPZQ,147008
SUOYXCHP,OXKURKXR,91016
RAWUKQMJ,BSRMSVTC,167798
QVLMOEYE,LSOIUSXD,93047
LUENUFGA,WPQXWHYO,10986825
XUOIQPFL,DBWLZWNK,118783
FQCLOEXA,ZXERAXWP,23267
VBYCLTYZ,TGOELCAG,176986
AXULOHBQ,IGDVVKUD,6884
WBLJNPZQ,AXULOHBQ,65457
LRVGFDFM,DNMPSKTB,5145827
HXYSSRXE,VWMBASNE,102889
RAWUKQMJ,KEUWZRKO,298876
JBVHSUWY,RJCAXSGH,4890282
BEZYMBBT,DBWLZWNK,118007
DUCMGGNW,WHPUAOID,15396
XMKRPGLB,OXKURKXR,89642
DBWLZWNK,ANWUJOKX,1
FRHNWLNI,BTMOEMEP,10326671
KAGJCHMR,QRKRBYJL,2398498
GKQIJYDH,XIFHSOWQ,50224
ZGJXVMNI,KJNSOAHR,10338084
ROACSLMG,JPBRUTWP,5320852
CCLHWFWF,ATLDMDBO,35811269
NAQIHUKZ,UGEQLMXM,168050
ZXERAXWP,HCDTGMST,13996
APQGTRMF,VBYCLTYZ,330312
UGEQLMXM,QRKRBYJL,2459919
UGEQLMXM,OKMBFVKS,1959211
JBVHSUWY,KFQSHBNH,10036807
APQGTRMF,ZXERAXWP,23364
LTOYKIML,ZCELVYQU,113393
QJQJSWFU,BEZYMBBT,3192246
HCDTGMST,RJGPVEXX,596598
XIFHSOWQ,ZGJXVMNI,2597703
RCBZUSIM,BJALXPFS,133598
EVBVXETX,KJNSOAHR,10158875
RJGPVEXX,DEWLVASR,325727
ZGJXVMNI,XUOIQPFL,2578907
LUENUFGA,OXKURKXR,98592
RAWUKQMJ,DNMPSKTB,5089425
APQGTRMF,WQMVCOEM,12153
GYHKIVQT,EVBVXETX,5289472
ZKENOUDA,FTSVTTSR,186703
ZXERAXWP,ZKENOUDA,293986
ZCELVYQU,APQGTRMF,14961
RJGPVEXX,WPQXWHYO,10914338
PYZMVUWD,AXULOHBQ,64170
GIKPEWTY,QSDCUCLB,6
ATLDMDBO,LUENUFGA,3509268
RAWUKQMJ,AXULOHBQ,64440
LPHPPJUG,APQGTRMF,15406
PYZMVUWD,JBVHSUWY,275520
YSYHGLQK,NZKBIBNU,190396
UGEQLMXM,FITUEHWN,80880
ZGJXVMNI,ATLDMDBO,36071036
RJGPVEXX,ELQGMQWE,488361
RUVXNNVA,QSDCUCLB,3
XIFHSOWQ,RJGPVEXX,582628
UGEQLMXM,KAGJCHMR,3306
BEZYMBBT,VBYCLTYZ,338362
SDWAYPIK,DNMPSKTB,5178444
QRKRBYJL,LUENUFGA,3560464
OKMBFVKS,XUOIQPFL,2477757
APQGTRMF,KFQSHBNH,9864651
WBLJNPZQ,DUCMGGNW,657117
EVBVXETX,DNMPSKTB,5017601
LRVGFDFM,ATLDMDBO,35267737
XUOIQPFL,ZXERAXWP,25368
HCDTGMST,FQCLOEXA,1912366
WBLJNPZQ,BTMOEMEP,10247687
VMAQSTJE,MIRCVAMV,11672
DBWLZWNK,DUCMGGNW,663997
VBYCLTYZ,ZXERAXWP,21993
PYZMVUWD,QJQJSWFU,121871
VUAFAIYJ,RJCAXSGH,4934237
ATLDMDBO,BSRMSVTC,177427
LRVGFDFM,AXULOHBQ,62945
RUVXNNVA,VUAFAIYJ,656005
OGAFEHLU,BEZYMBBT,3425743
WQMVCOEM,HXYSSRXE,4954483
DBWLZWNK,XUOIQPFL,2472051
KJNSOAHR,AXULOHBQ,61740
QJQJSWFU,WQMVCOEM,11442
GYHKIVQT,ELQGMQWE,510657
LPHPPJUG,FITUEHWN,71290
FITUEHWN,XMKRPGLB,828564
BLANHGYY,XIFHSOWQ,50167
EVBVXETX,KEUWZRKO,270712
DNMPSKTB,VMAQSTJE,16248
HXYSSRXE,OKMBFVKS,1837166
BTMOEMEP,RAWUKQMJ,3887886
OXKURKXR,ATLDMDBO,36112722
QVLMOEYE,BEZYMBBT,3092222
UGEQLMXM,ZXERAXWP,24847
ZGJXVMNI,OGAFEHLU,2
UGEQLMXM,FQCLOEXA,1986759
APQGTRMF,LLHREMKS,41964
WHPUAOID,WBLJNPZQ,143659
FQCLOEXA,WPQXWHYO,10997866
BJALXPFS,XIFHSOWQ,50396
LLHREMKS,FQCLOEXA,1962486
XUOIQPFL,APQGTRMF,15462
QVLMOEYE,VWMBASNE,100849
AANGBULD,UIFPPCLR,44385
ATLDMDBO,APQGTRMF,12468
TGOELCAG,DNMPSKTB,5261357
KEUWZRKO,DEWLVASR,327272
RCBZUSIM,BSRMSVTC,167957
BTMOEMEP,BSRMSVTC,174973
RJGPVEXX,APQGTRMF,15970
DUCMGGNW,IGDVVKUD,7014
RCBZUSIM,ZKENOUDA,296552
UIFPPCLR,BEZYMBBT,3160557
RCBZUSIM,LPHPPJUG,1289717
PYZMVUWD,LPHPPJUG,1202052
SAAYMURU,ZXERAXWP,24116
SUOYXCHP,SAHWCZNH,2073025
LUENUFGA,UXSPKBJR,345691
VBYCLTYZ,EVBVXETX,5291076
LUENUFGA,SAHWCZNH,2129721
AXULOHBQ,VUAFAIYJ,680146
ZCELVYQU,QJQJSWFU,119034
DNMPSKTB,VWMBASNE,105050
ATLDMDBO,ANWUJOKX,2
LSOIUSXD,UXSPKBJR,355099
MIRCVAMV,UGEQLMXM,152835
EVBVXETX,WPQXWHYO,10726376
ATLDMDBO,DBWLZWNK,109987
UIFPPCLR,VBYCLTYZ,358207
LSOIUSXD,VWMBASNE,100503
PYZMVUWD,XUOIQPFL,2549951
EVBVXETX,QRKRBYJL,2371759
OGAFEHLU,OXKURKXR,96462
DEWLVASR,DDEXPPXU,12711
KJNSOAHR,FWUCPMMW,2576
WBLJNPZQ,HCDTGMST,14392
FQCLOEXA,HXYSSRXE,4719126
PLMZALFA,OXKURKXR,94433
ANWUJOKX,OGAFEHLU,3
XIFHSOWQ,LUENUFGA,3584934
JPBRUTWP,SAHWCZNH,2030292
AANGBULD,KJNSOAHR,10351696
APQGTRMF,RJCAXSGH,4863449
RCBZUSIM,OXKURKXR,96823
VWMBASNE,ZKENOUDA,305199
FTSVTTSR,NZKBIBNU,197005
LRVGFDFM,PYZMVUWD,1246
LUENUFGA,UIFPPCLR,43335
OXKURKXR,DBWLZWNK,117339
UIFPPCLR,WPQXWHYO,10666918
UIFPPCLR,XIIEJNEE,17814
FRHNWLNI,UGEQLMXM,162869
BTMOEMEP,BEZYMBBT,3048896
DBWLZWNK,FTSVTTSR,177345
HCDTGMST,NZKBIBNU,197696
ROACSLMG,BSRMSVTC,172847
DEWLVASR,NZKBIBNU,193039
KJNSOAHR,OXKURKXR,91741
GYHKIVQT,VBYCLTYZ,326856
PLMZALFA,RAWUKQMJ,3805232
XIFHSOWQ,UXSPKBJR,364993
BEZYMBBT,HCDTGMST,14768
TGOELCAG,UGEQLMXM,164233
ATLDMDBO,OKMBFVKS,1870873
ZKENOUDA,WHPUAOID,15450
QRKRBYJL,XIFHSOWQ,50584
QRKRBYJL,ZXERAXWP,24274
AHMDUILJ,KAGJCHMR,3467
ZCELVYQU,FITUEHWN,80368
OXKURKXR,APQGTRMF,15638
UXSPKBJR,JPBRUTWP,5361802
KEUWZRKO,JPBRUTWP,5613341
CCLHWFWF,JERHKLYW,10014
HXYSSRXE,BSRMSVTC,170310
GYHKIVQT,SAHWCZNH,2059220
OXKURKXR,FITUEHWN,76765
FQCLOEXA,EVBVXETX,5094317
VBYCLTYZ,WBLJNPZQ,143052
RJGPVEXX,ZKENOUDA,287618
HCDTGMST,ZGJXVMNI,2575656
DNMPSKTB,FTSVTTSR,173036
DEWLVASR,ZKENOUDA,302263
FQCLOEXA,XIFHSOWQ,54058
UGEQLMXM,LPHPPJUG,1304728
LUENUFGA,EVBVXETX,5179932
FQCLOEXA,FRHNWLNI,849910
LLHREMKS,PYZMVUWD,1286
SAHWCZNH,WPQXWHYO,11046089
SDWAYPIK,GYHKIVQT,18022978
PYZMVUWD,OKMBFVKS,1902366
JPBRUTWP,VUAFAIYJ,652861
WBLJNPZQ,EVBVXETX,5096178
UIFPPCLR,SNHYOVBM,359408
RCBZUSIM,BTMOEMEP,10136778
SAHWCZNH,WQMVCOEM,11341
AHMDUILJ,BJALXPFS,127538
QJQJSWFU,LRVGFDFM,5989218
ZKENOUDA,OKMBFVKS,1939983
LSOIUSXD,XUOIQPFL,2420743
QVLMOEYE,WHPUAOID,16395
BEZYMBBT,HXYSSRXE,4935649
KAGJCHMR,ZCELVYQU,113185
LSOIUSXD,LUENUFGA,3532513
VWMBASNE,LSOIUSXD,93191
BTMOEMEP,RCBZUSIM,10853
GKQIJYDH,QJQJSWFU,119469
AANGBULD,ZXERAXWP,22942
BUZIIBYG,ZXERAXWP,23126
UIFPPCLR,AXULOHBQ,63709
KAGJCHMR,FITUEHWN,76255
JBVHSUWY,FQCLOEXA,1857517
DBWLZWNK,OKMBFVKS,1890014
QRKRBYJL,WBLJNPZQ,149382
KFQSHBNH,RJCAXSGH,4754046
BTMOEMEP,EVBVXETX,5391796
ATLDMDBO,UGEQLMXM,166526
MBSBZBXA,DEWLVASR,314664
UIFPPCLR,KFQSHBNH,9931789
LSOIUSXD,ZKENOUDA,298951
KAGJCHMR,FCYBOAXC,98996947
EVBVXETX,FRHNWLNI,868223
FDXPMYGF,ANWUJOKX,2
FITUEHWN,OGAFEHLU,2
KAGJCHMR,WBLJNPZQ,149112
SDWAYPIK,VWMBASNE,102631
KJNSOAHR,ZXERAXWP,22337
OJIFIHMZ,QKXNTIIB,1591294
EVBVXETX,JSLXRQOK,1652
HXYSSRXE,DDEXPPXU,13231
FCYBOAXC,PYZMVUWD,1337
DBWLZWNK,ZXERAXWP,23744
AANGBULD,FITUEHWN,81579
JPBRUTWP,ATLDMDBO,35033225
NZKBIBNU,LLHREMKS,40058
OGAFEHLU,ATLDMDBO,37523785
DNMPSKTB,LUENUFGA,3385555
UIFPPCLR,RJCAXSGH,4865134
LSOIUSXD,XIFHSOWQ,49688
RJGPVEXX,FCYBOAXC,99702163
DBWLZWNK,QRKRBYJL,2381338
WPQXWHYO,GKQIJYDH,5249609
JBVHSUWY,QVLMOEYE,1046511
GYHKIVQT,FDXPMYGF,2669
QVLMOEYE,QJQJSWFU,121396
RCBZUSIM,RJGPVEXX,576954
FRHNWLNI,DNMPSKTB,4957023
XIPPENFQ,NZKBIBNU,199566
VMAQSTJE,KEUWZRKO,290931
BJALXPFS,GYHKIVQT,17520959
UIFPPCLR,RAWUKQMJ,3810444
RUVXNNVA,AHMDUILJ,95825
ELQGMQWE,KFQSHBNH,9827723
QKXNTIIB,OGAFEHLU,2
DEWLVASR,WPQXWHYO,10767479
FCYBOAXC,BTMOEMEP,10493352
BSRMSVTC,OXKURKXR,94176
OKMBFVKS,QJQJSWFU,115804
NZKBIBNU,ZCELVYQU,116141
UQYUIVVR,AHMDUILJ,91709
UIFPPCLR,LPHPPJUG,1238353
XIFHSOWQ,WBLJNPZQ,154190
XUOIQPFL,UGEQLMXM,161112
APQGTRMF,XUOIQPFL,2563200
KAGJCHMR,ZKENOUDA,302756
FQCLOEXA,IGDVVKUD,6946
UGEQLMXM,BSRMSVTC,167917
LUENUFGA,LPHPPJUG,1236133
ATLDMDBO,LSOIUSXD,92433
DBWLZWNK,JPBRUTWP,5419081
AHMDUILJ,XIIEJNEE,17349
YSYHGLQK,RJGPVEXX,579748
WPQXWHYO,XIIEJNEE,17372
UQYUIVVR,UIFPPCLR,44835
VBYCLTYZ,OGAFEHLU,3
LUENUFGA,WBLJNPZQ,150831
ANWUJOKX,ZGJXVMNI,2513501
FCYBOAXC,BLANHGYY,7683
ATLDMDBO,FTSVTTSR,182208
JERHKLYW,RJCAXSGH,4928934
SDWAYPIK,TANNMIMB,1
SDWAYPIK,DUCMGGNW,634421
UIFPPCLR,LLHREMKS,39394
OKMBFVKS,AANGBULD,301147
ZKENOUDA,FITUEHWN,72477
HCDTGMST,WBLJNPZQ,154327
RCBZUSIM,GYHKIVQT,17943493
YSYHGLQK,AANGBULD,301957
UGEQLMXM,SDWAYPIK,5268586
LPHPPJUG,FQCLOEXA,1844348
WPQXWHYO,ZGJXVMNI,2563832
XUOIQPFL,QRKRBYJL,2433008
FRHNWLNI,ZKENOUDA,296546
BJALXPFS,FITUEHWN,78232
GKQIJYDH,DJBLNPNC,383
VBYCLTYZ,WQMVCOEM,10795
SDWAYPIK,ATLDMDBO,34936018
ROACSLMG,RJGPVEXX,575007
FRHNWLNI,GYHKIVQT,17343423
UGEQLMXM,DNMPSKTB,5281492
KJNSOAHR,EVBVXETX,4733690
LRVGFDFM,APQGTRMF,13619
DNMPSKTB,OXKURKXR,88213
WBLJNPZQ,XIPPENFQ,79797
RAWUKQMJ,FDXPMYGF,3081
VBYCLTYZ,SAHWCZNH,2061154
JPBRUTWP,KJNSOAHR,10031066
AXULOHBQ,SAHWCZNH,2114985
PYZMVUWD,VWMBASNE,105705
UXSPKBJR,RAWUKQMJ,3902224
WQMVCOEM,SUOYXCHP,110
FQCLOEXA,KEUWZRKO,292106
LPHPPJUG,ZKENOUDA,295719
VWMBASNE,QSDCUCLB,2
BSRMSVTC,XUOIQPFL,2441321
UIFPPCLR,WQMVCOEM,11155
GYHKIVQT,QRKRBYJL,2282957
OJIFIHMZ,XIIEJNEE,17451
LSOIUSXD,ATLDMDBO,36167429
RUVXNNVA,QRKRBYJL,2377686
VBYCLTYZ,FQCLOEXA,1955374
YSYHGLQK,SDWAYPIK,5214710
TGOELCAG,JERHKLYW,10153
BUZIIBYG,STZDBITS,15991451
XIPPENFQ,ZKENOUDA,282526
OGAFEHLU,TGOELCAG,162236
UGEQLMXM,LSOIUSXD,92107
BSRMSVTC,XIFHSOWQ,49394
MIRCVAMV,ZKENOUDA,297009
QKXNTIIB,UIFPPCLR,43546
RCBZUSIM,LUENUFGA,3539485
BTMOEMEP,JPBRUTWP,5390488
FDXPMYGF,XUOIQPFL,2546656
FCYBOAXC,PLMZALFA,1
DBWLZWNK,HXYSSRXE,4969250
SUOYXCHP,UIFPPCLR,44215
JBVHSUWY,OGAFEHLU,2
WBLJNPZQ,WPQXWHYO,10968839
KJNSOAHR,KAGJCHMR,3461
XIIEJNEE,OJIFIHMZ,2172499
PLMZALFA,AXULOHBQ,66718
LSOIUSXD,KEUWZRKO,304693
LPHPPJUG,VMAQSTJE,17769
XUOIQPFL,JPBRUTWP,5449393
BEZYMBBT,OKMBFVKS,1850496
HXYSSRXE,XIFHSOWQ,48864
ZKENOUDA,JPBRUTWP,5587096
UXSPKBJR,AANGBULD,305517
ATLDMDBO,KJNSOAHR,10713676
ZXERAXWP,KEUWZRKO,301936
LLHREMKS,GYHKIVQT,17319090
DJBLNPNC,BLANHGYY,7691
WPQXWHYO,APQGTRMF,15406
XIPPENFQ,UGEQLMXM,158276
QSDCUCLB,QJQJSWFU,124384
WBLJNPZQ,BJALXPFS,132279
RJGPVEXX,LUENUFGA,3480142
FTSVTTSR,XIPPENFQ,80458
OGAFEHLU,UIFPPCLR,45927
SDWAYPIK,JBVHSUWY,269363
VBYCLTYZ,WPQXWHYO,11098641
ANWUJOKX,ZKENOUDA,301836
RCBZUSIM,GIKPEWTY,2
HXYSSRXE,KEUWZRKO,265250
JERHKLYW,KFQSHBNH,10018431
FQCLOEXA,VMAQSTJE,16411
VUAFAIYJ,KFQSHBNH,10131027
FQCLOEXA,FDXPMYGF,3381
YSYHGLQK,RAWUKQMJ,3979974
STZDBITS,AHMDUILJ,90205
FRHNWLNI,PYZMVUWD,1405
GKQIJYDH,KFQSHBNH,9750937
GKQIJYDH,LLHREMKS,40548
UIFPPCLR,KJNSOAHR,10085512
UQYUIVVR,ZXERAXWP,19829
WPQXWHYO,FRHNWLNI,828732
ATLDMDBO,OGAFEHLU,2
RJGPVEXX,ZXERAXWP,24059
GIKPEWTY,DNMPSKTB,5036095
VUAFAIYJ,CCLHWFWF,11593566
WBLJNPZQ,QRKRBYJL,2438082
JPBRUTWP,JERHKLYW,9857
BEZYMBBT,OXKURKXR,90332
DBWLZWNK,DNMPSKTB,5037866
ROACSLMG,KEUWZRKO,269607
JBVHSUWY,QJQJSWFU,119268
SNHYOVBM,LPHPPJUG,1240893
YSYHGLQK,ZGJXVMNI,2526164
WBLJNPZQ,VUAFAIYJ,622222
KEUWZRKO,UGEQLMXM,165639
XUOIQPFL,LRVGFDFM,6097893
PYZMVUWD,FWUCPMMW,2634
AHMDUILJ,YSYHGLQK,2981
RCBZUSIM,NZKBIBNU,199445
QVLMOEYE,PLMZALFA,2
BEZYMBBT,LPHPPJUG,1288655
GKQIJYDH,APQGTRMF,14732
ZKENOUDA,ZGJXVMNI,2503883
ELQGMQWE,XUOIQPFL,2512796
QVLMOEYE,EVBVXETX,5251251
OGAFEHLU,KFQSHBNH,9671648
APQGTRMF,QJQJSWFU,121143
UIFPPCLR,TGOELCAG,187381
UXSPKBJR,DNMPSKTB,5106982
JPBRUTWP,KEUWZRKO,273605
BUZIIBYG,DJBLNPNC,251
VUAFAIYJ,ROACSLMG,2192721
KEUWZRKO,ZGJXVMNI,2575740
KJNSOAHR,LUENUFGA,3492533
QRKRBYJL,RCBZUSIM,10877
BJALXPFS,VWMBASNE,100447
NAQIHUKZ,ZXERAXWP,24027
ZKENOUDA,WBLJNPZQ,151546
ELQGMQWE,ZKENOUDA,298765
RJGPVEXX,UGEQLMXM,160111
XUOIQPFL,AXULOHBQ,66273
UXSPKBJR,XIFHSOWQ,50721
TGOELCAG,ROACSLMG,2141999
MBSBZBXA,AANGBULD,302428
ZGJXVMNI,FCYBOAXC,97363981
HXYSSRXE,FQCLOEXA,1885876
ZCELVYQU,LRVGFDFM,6297619
WBLJNPZQ,PLMZALFA,3
SDWAYPIK,OGAFEHLU,4
XIPPENFQ,EVBVXETX,5112888
QVLMOEYE,SDWAYPIK,5246260
RUVXNNVA,IGDVVKUD,6502
WQMVCOEM,FITUEHWN,72061
UGEQLMXM,EVBVXETX,5296470
FQCLOEXA,SAHWCZNH,2138108
NZKBIBNU,OKMBFVKS,1967188
UIFPPCLR,FQCLOEXA,1940479
FWUCPMMW,XIPPENFQ,77351
DBWLZWNK,WQMVCOEM,11617
WHPUAOID,LRVGFDFM,5964013
WBLJNPZQ,ZXERAXWP,24528
SAHWCZNH,QRKRBYJL,2322507
DBWLZWNK,VBYCLTYZ,341537
JSLXRQOK,XIFHSOWQ,51562
HXYSSRXE,RAWUKQMJ,3720993
VWMBASNE,RAWUKQMJ,3865444
PYZMVUWD,UGEQLMXM,162076
RUVXNNVA,QKXNTIIB,1631382
LPHPPJUG,ZXERAXWP,23791
AXULOHBQ,EVBVXETX,5282376
WBLJNPZQ,FWUCPMMW,2608
UGEQLMXM,RAWUKQMJ,3959516
BLANHGYY,WHPUAOID,14775
KEUWZRKO,EVBVXETX,4726854
WHPUAOID,APQGTRMF,15047
AXULOHBQ,ATLDMDBO,36680533
ATLDMDBO,RJGPVEXX,608673
XIFHSOWQ,BTMOEMEP,10015761
KEUWZRKO,FRHNWLNI,907846
OKMBFVKS,WBLJNPZQ,143490
DNMPSKTB,FRHNWLNI,840906
ROACSLMG,TGOELCAG,152868
QJQJSWFU,ATLDMDBO,35897273
HXYSSRXE,DEWLVASR,327171
YSYHGLQK,ELQGMQWE,481085
SDWAYPIK,XUOIQPFL,2480189
FWUCPMMW,FTSVTTSR,179414
VMAQSTJE,DJBLNPNC,259
RAWUKQMJ,RJGPVEXX,602557
VMAQSTJE,SNHYOVBM,326984
QKXNTIIB,TGOELCAG,162564
FDXPMYGF,AANGBULD,314962
YSYHGLQK,DEWLVASR,332512
VWMBASNE,FITUEHWN,78879
SUOYXCHP,QVLMOEYE,1040652
VMAQSTJE,ZXERAXWP,20648
BLANHGYY,UXSPKBJR,364699
FRHNWLNI,ATLDMDBO,35325855
ZKENOUDA,FQCLOEXA,1867278
ROACSLMG,HXYSSRXE,4932036
CCLHWFWF,VWMBASNE,103175
PLMZALFA,LUENUFGA,3549762
LLHREMKS,UGEQLMXM,170005
FRHNWLNI,AXULOHBQ,64885
QVLMOEYE,RCBZUSIM,11686
IGDVVKUD,YSYHGLQK,3170
FTSVTTSR,ELQGMQWE,478071
FDXPMYGF,KJNSOAHR,10160673
AANGBULD,ELQGMQWE,492289
NZKBIBNU,DJBLNPNC,248
JBVHSUWY,WPQXWHYO,11053092
OGAFEHLU,PYZMVUWD,1601
WPQXWHYO,ZCELVYQU,114362
VMAQSTJE,BSRMSVTC,164323
ROACSLMG,ZXERAXWP,22347
OKMBFVKS,FTSVTTSR,187539
ELQGMQWE,PYZMVUWD,1253
FQCLOEXA,YSYHGLQK,2968
HXYSSRXE,LUENUFGA,3472722
VUAFAIYJ,ATLDMDBO,36295132
JERHKLYW,APQGTRMF,16010
BSRMSVTC,BEZYMBBT,3118438
DNMPSKTB,BSRMSVTC,170409
LSOIUSXD,SAHWCZNH,1999403
JERHKLYW,JPBRUTWP,5575669
NZKBIBNU,LUENUFGA,3676288
ATLDMDBO,VBYCLTYZ,345966
HXYSSRXE,PLMZALFA,1
QJQJSWFU,FCYBOAXC,99524295
RCBZUSIM,SAHWCZNH,2057749
BTMOEMEP,VMAQSTJE,15713
FRHNWLNI,QRKRBYJL,2313706
QVLMOEYE,FTSVTTSR,192656
ZGJXVMNI,DEWLVASR,331143
SAAYMURU,XUOIQPFL,2438196
VWMBASNE,UGEQLMXM,162304
WBLJNPZQ,UIFPPCLR,43204
XIFHSOWQ,KJNSOAHR,10074948
DBWLZWNK,FQCLOEXA,1973320
LPHPPJUG,LUENUFGA,3617472
VUAFAIYJ,DBWLZWNK,114010
FCYBOAXC,VUAFAIYJ,692361
HCDTGMST,EVBVXETX,5121662
AHMDUILJ,VMAQSTJE,16222
JPBRUTWP,ELQGMQWE,488253
VWMBASNE,STZDBITS,17595694
OKMBFVKS,GYHKIVQT,17916837
RAWUKQMJ,PLMZALFA,2
LTOYKIML,APQGTRMF,14836
DEWLVASR,FITUEHWN,71503
KEUWZRKO,QRKRBYJL,2354283
RJGPVEXX,VBYCLTYZ,335656
BSRMSVTC,DEWLVASR,319525
NAQIHUKZ,XIPPENFQ,70043
OKMBFVKS,ZGJXVMNI,2597950
QRKRBYJL,SAHWCZNH,2040622
