leading_item_id,following_item_id,value
RJGPVEXX,AANGBULD,349198
RJCAXSGH,AANGBULD,344082
APQGTRMF,FDXPMYGF,2189
VBYCLTYZ,APQGTRMF,6579
FQCLOEXA,NZKBIBNU,208854
XMKRPGLB,QJQJSWFU,132197
BJALXPFS,RCBZUSIM,14001
XIPPENFQ,MIRCVAMV,12493
VBYCLTYZ,BLANHGYY,8003
APQGTRMF,WBLJNPZQ,136436
LPHPPJUG,DDEXPPXU,10560
OXKURKXR,AXULOHBQ,72325
OKMBFVKS,DBWLZWNK,159817
XIIEJNEE,APQGTRMF,6626
BJALXPFS,VBYCLTYZ,213924
APQGTRMF,WQMVCOEM,23328
OJIFIHMZ,DEWLVASR,332290
BSRMSVTC,UIFPPCLR,60065
SUOYXCHP,KEUWZRKO,319452
OGAFEHLU,OXKURKXR,103213
OXKURKXR,JBVHSUWY,293469
ZCELVYQU,LSOIUSXD,118922
UGEQLMXM,ANWUJOKX,1
ELQGMQWE,AANGBULD,346952
NZKBIBNU,VUAFAIYJ,685978
ZCELVYQU,FWUCPMMW,2078
KAGJCHMR,DDEXPPXU,10572
RJGPVEXX,ZKENOUDA,323470
KEUWZRKO,MIRCVAMV,12649
VUAFAIYJ,DEWLVASR,331161
LLHREMKS,ZCELVYQU,28025
ROACSLMG,DJBLNPNC,269
AHMDUILJ,VBYCLTYZ,214652
VWMBASNE,MIRCVAMV,12118
APQGTRMF,BEZYMBBT,3292205
RAWUKQMJ,AXULOHBQ,72052
KFQSHBNH,DEWLVASR,331091
LTOYKIML,DEWLVASR,331459
UXSPKBJR,ANWUJOKX,1
OGAFEHLU,RCBZUSIM,13350
OJIFIHMZ,FTSVTTSR,163992
ZCELVYQU,AXULOHBQ,71779
AANGBULD,ZKENOUDA,323116
DBWLZWNK,BEZYMBBT,3279842
DEWLVASR,ZKENOUDA,322622
VBYCLTYZ,RCBZUSIM,12934
RJGPVEXX,NZKBIBNU,208496
VMAQSTJE,PYZMVUWD,1075
AXULOHBQ,FDXPMYGF,2237
OGAFEHLU,ANWUJOKX,1
LTOYKIML,JSLXRQOK,1710
QVLMOEYE,AXULOHBQ,66617
VBYCLTYZ,ANWUJOKX,2
QVLMOEYE,DJBLNPNC,258
PYZMVUWD,XIFHSOWQ,75452
ROACSLMG,VBYCLTYZ,213666
VBYCLTYZ,WQMVCOEM,24071
OGAFEHLU,QSDCUCLB,3
QVLMOEYE,APQGTRMF,6166
QVLMOEYE,BLANHGYY,8091
BLANHGYY,AXULOHBQ,72269
OKMBFVKS,VWMBASNE,108669
IGDVVKUD,OXKURKXR,103349
BJALXPFS,VMAQSTJE,17257
ANWUJOKX,WQMVCOEM,23796
BSRMSVTC,PLMZALFA,2
QJQJSWFU,VBYCLTYZ,214031
LSOIUSXD,APQGTRMF,6336
ZGJXVMNI,LTOYKIML,309054
KAGJCHMR,GKQIJYDH,5239588
AHMDUILJ,WQMVCOEM,23725
QVLMOEYE,ANWUJOKX,2
OKMBFVKS,UIFPPCLR,60107
DBWLZWNK,RCBZUSIM,12933
UGEQLMXM,RCBZUSIM,14176
XIPPENFQ,AHMDUILJ,103123
DEWLVASR,KJNSOAHR,12117638
XIFHSOWQ,LUENUFGA,3539514
KAGJCHMR,JSLXRQOK,1720
RJGPVEXX,EVBVXETX,5001313
OXKURKXR,SDWAYPIK,5339130
BJALXPFS,QJQJSWFU,132059
DBWLZWNK,BLANHGYY,8075
WBLJNPZQ,QRKRBYJL,2335002
KFQSHBNH,RJCAXSGH,4754902
BJALXPFS,DNMPSKTB,5070736
DBWLZWNK,QVLMOEYE,1037342
APQGTRMF,ANWUJOKX,1
BJALXPFS,ATLDMDBO,40767817
AXULOHBQ,GYHKIVQT,13857527
UXSPKBJR,DNMPSKTB,5085219
DBWLZWNK,GYHKIVQT,13845860
BLANHGYY,BJALXPFS,139953
MIRCVAMV,CCLHWFWF,11358648
OXKURKXR,UGEQLMXM,43370
DEWLVASR,WPQXWHYO,10472619
APQGTRMF,OKMBFVKS,1868346
FQCLOEXA,AANGBULD,340338
ROACSLMG,ANWUJOKX,2
ZKENOUDA,ZXERAXWP,33123
PYZMVUWD,VWMBASNE,108819
QSDCUCLB,DBWLZWNK,158866
VBYCLTYZ,OXKURKXR,103661
LSOIUSXD,BSRMSVTC,159434
OXKURKXR,HXYSSRXE,4979349
JPBRUTWP,APQGTRMF,6560
APQGTRMF,JPBRUTWP,5411594
ANWUJOKX,RCBZUSIM,13696
RJGPVEXX,NAQIHUKZ,2
UXSPKBJR,OXKURKXR,103545
OXKURKXR,RAWUKQMJ,3620504
VBYCLTYZ,JPBRUTWP,5393816
FITUEHWN,SAAYMURU,17878
UIFPPCLR,GYHKIVQT,13908832
DBWLZWNK,FWUCPMMW,2175
RJCAXSGH,APQGTRMF,6180
AXULOHBQ,SUOYXCHP,151
XUOIQPFL,WBLJNPZQ,137178
ROACSLMG,RCBZUSIM,12402
FQCLOEXA,WQMVCOEM,22960
WBLJNPZQ,XUOIQPFL,2414060
KFQSHBNH,GYHKIVQT,13967825
MIRCVAMV,QSDCUCLB,3
ZKENOUDA,ZGJXVMNI,2438812
UXSPKBJR,UIFPPCLR,59829
LSOIUSXD,UIFPPCLR,60066
MIRCVAMV,JERHKLYW,7365
XIIEJNEE,QVLMOEYE,1039714
PLMZALFA,VWMBASNE,108992
FRHNWLNI,ATLDMDBO,40896995
DBWLZWNK,WHPUAOID,13229
TANNMIMB,XIPPENFQ,85852
RAWUKQMJ,HXYSSRXE,4989518
ELQGMQWE,VUAFAIYJ,684805
FQCLOEXA,IGDVVKUD,6940
ZCELVYQU,KJNSOAHR,12165836
RAWUKQMJ,UGEQLMXM,43294
WHPUAOID,GIKPEWTY,1
SNHYOVBM,FDXPMYGF,2189
XUOIQPFL,DBWLZWNK,159899
KFQSHBNH,KJNSOAHR,12150956
QRKRBYJL,VBYCLTYZ,212344
UXSPKBJR,SDWAYPIK,5336294
XUOIQPFL,OXKURKXR,103489
DDEXPPXU,NZKBIBNU,208538
ROACSLMG,JPBRUTWP,5416507
LSOIUSXD,FDXPMYGF,2132
SAAYMURU,SUOYXCHP,151
OGAFEHLU,LRVGFDFM,7118778
QVLMOEYE,BEZYMBBT,3289640
OJIFIHMZ,HCDTGMST,19724
KEUWZRKO,SAHWCZNH,2121106
WBLJNPZQ,LRVGFDFM,7116368
WBLJNPZQ,ATLDMDBO,40856579
JPBRUTWP,DBWLZWNK,159379
QVLMOEYE,WQMVCOEM,23499
QJQJSWFU,QVLMOEYE,1042526
XIIEJNEE,QRKRBYJL,2336962
DEWLVASR,LLHREMKS,59754
UXSPKBJR,WQMVCOEM,24059
EVBVXETX,IGDVVKUD,7561
OXKURKXR,QVLMOEYE,1039975
XIPPENFQ,DDEXPPXU,10311
ZGJXVMNI,DDEXPPXU,10185
QJQJSWFU,APQGTRMF,6159
FRHNWLNI,JPBRUTWP,5403600
OXKURKXR,BTMOEMEP,9441870
UXSPKBJR,DUCMGGNW,728364
JBVHSUWY,WBLJNPZQ,137124
KEUWZRKO,LUENUFGA,3530017
LTOYKIML,FTSVTTSR,165511
FQCLOEXA,JSLXRQOK,1711
VUAFAIYJ,LLHREMKS,59469
HCDTGMST,LUENUFGA,3530821
UQYUIVVR,PLMZALFA,2
UGEQLMXM,JPBRUTWP,5422186
QSDCUCLB,ANWUJOKX,1
RJGPVEXX,WPQXWHYO,10447560
PLMZALFA,TANNMIMB,1
ROACSLMG,ATLDMDBO,40867529
OXKURKXR,LSOIUSXD,119070
BJALXPFS,QRKRBYJL,2334356
DJBLNPNC,AXULOHBQ,70618
FITUEHWN,DEWLVASR,331858
ELQGMQWE,NAQIHUKZ,1
UGEQLMXM,JBVHSUWY,294507
UGEQLMXM,QRKRBYJL,2336494
ZCELVYQU,RJCAXSGH,4820687
WBLJNPZQ,OKMBFVKS,1872619
JPBRUTWP,JBVHSUWY,294122
RJCAXSGH,UIFPPCLR,61700
APQGTRMF,QVLMOEYE,1042265
FRHNWLNI,WBLJNPZQ,137032
DBWLZWNK,HXYSSRXE,4990254
HCDTGMST,SAHWCZNH,2127423
QRKRBYJL,VWMBASNE,108657
JBVHSUWY,KJNSOAHR,12331704
UGEQLMXM,QVLMOEYE,1034635
LUENUFGA,VWMBASNE,108603
VUAFAIYJ,CCLHWFWF,11339940
BSRMSVTC,LUENUFGA,3529618
DBWLZWNK,JPBRUTWP,5397396
WBLJNPZQ,VUAFAIYJ,700625
LUENUFGA,XIFHSOWQ,76074
NZKBIBNU,ZKENOUDA,322839
UQYUIVVR,FITUEHWN,79026
ZGJXVMNI,AANGBULD,347805
ZGJXVMNI,WPQXWHYO,10502148
APQGTRMF,BTMOEMEP,9450887
UXSPKBJR,JPBRUTWP,5389148
WBLJNPZQ,RCBZUSIM,13345
LRVGFDFM,IGDVVKUD,7441
TGOELCAG,SAHWCZNH,2124524
ANWUJOKX,QRKRBYJL,2286168
APQGTRMF,XUOIQPFL,2405915
FTSVTTSR,GKQIJYDH,5235303
LPHPPJUG,AHMDUILJ,102958
UGEQLMXM,HXYSSRXE,4998118
UIFPPCLR,ELQGMQWE,507632
VUAFAIYJ,VWMBASNE,112715
WBLJNPZQ,OGAFEHLU,2
JPBRUTWP,VWMBASNE,108704
AXULOHBQ,HXYSSRXE,4994663
LRVGFDFM,DBWLZWNK,159940
FDXPMYGF,PLMZALFA,1
BJALXPFS,PLMZALFA,1
UXSPKBJR,XUOIQPFL,2410904
UIFPPCLR,HXYSSRXE,4970838
QJQJSWFU,QRKRBYJL,2330973
QRKRBYJL,APQGTRMF,6189
QKXNTIIB,JSLXRQOK,1705
GIKPEWTY,TGOELCAG,436633
WBLJNPZQ,RJGPVEXX,574871
FRHNWLNI,DNMPSKTB,5078741
NZKBIBNU,FWUCPMMW,2194
OKMBFVKS,AXULOHBQ,71955
BSRMSVTC,KEUWZRKO,318780
FCYBOAXC,VWMBASNE,96706
OGAFEHLU,ROACSLMG,2101922
BSRMSVTC,QJQJSWFU,132267
ANWUJOKX,AXULOHBQ,71924
AHMDUILJ,WBLJNPZQ,137144
FITUEHWN,RJCAXSGH,4827302
OXKURKXR,BEZYMBBT,3293166
OKMBFVKS,GYHKIVQT,13869370
IGDVVKUD,UXSPKBJR,383074
BTMOEMEP,ANWUJOKX,2
KJNSOAHR,XIIEJNEE,20748
OGAFEHLU,QVLMOEYE,1039269
QVLMOEYE,BTMOEMEP,9449191
UIFPPCLR,UXSPKBJR,383951
LSOIUSXD,XUOIQPFL,2411747
VBYCLTYZ,QRKRBYJL,2318606
DBWLZWNK,QRKRBYJL,2325647
LRVGFDFM,UGEQLMXM,42637
VBYCLTYZ,ATLDMDBO,40541550
WHPUAOID,XIIEJNEE,20916
ATLDMDBO,WBLJNPZQ,133898
JERHKLYW,VUAFAIYJ,686003
UIFPPCLR,WQMVCOEM,23701
KEUWZRKO,RJGPVEXX,574695
VWMBASNE,LRVGFDFM,7142029
UIFPPCLR,QRKRBYJL,2331034
OXKURKXR,ATLDMDBO,40865673
FQCLOEXA,EVBVXETX,4995816
WBLJNPZQ,RAWUKQMJ,3630275
QVLMOEYE,UXSPKBJR,383368
UGEQLMXM,OKMBFVKS,1876018
NZKBIBNU,FRHNWLNI,990089
MIRCVAMV,ZGJXVMNI,2442194
DDEXPPXU,ZKENOUDA,324002
BJALXPFS,OGAFEHLU,1
DNMPSKTB,VBYCLTYZ,214558
XIIEJNEE,ROACSLMG,2103828
SAHWCZNH,RJGPVEXX,572747
PYZMVUWD,JBVHSUWY,293653
UXSPKBJR,WBLJNPZQ,137119
FQCLOEXA,VBYCLTYZ,214592
ZCELVYQU,BTMOEMEP,9444080
ELQGMQWE,JSLXRQOK,1708
APQGTRMF,RAWUKQMJ,3630255
XIFHSOWQ,AHMDUILJ,103074
LSOIUSXD,XIPPENFQ,86222
UXSPKBJR,SAHWCZNH,2169159
RCBZUSIM,VBYCLTYZ,214629
AHMDUILJ,BTMOEMEP,9485273
BSRMSVTC,OKMBFVKS,1869772
OKMBFVKS,RCBZUSIM,12983
JPBRUTWP,BSRMSVTC,159224
PLMZALFA,LUENUFGA,3533528
FRHNWLNI,HXYSSRXE,4989103
EVBVXETX,DJBLNPNC,266
DBWLZWNK,ATLDMDBO,40909384
OJIFIHMZ,RUVXNNVA,2
BEZYMBBT,DBWLZWNK,158718
UGEQLMXM,RAWUKQMJ,3633712
LRVGFDFM,VBYCLTYZ,215358
WBLJNPZQ,SDWAYPIK,5351038
AXULOHBQ,XUOIQPFL,2414355
BJALXPFS,XUOIQPFL,2409660
XUOIQPFL,ANWUJOKX,2
DBWLZWNK,OXKURKXR,103094
JBVHSUWY,AHMDUILJ,102960
VBYCLTYZ,SDWAYPIK,5340225
RJCAXSGH,MBSBZBXA,4704301
SAHWCZNH,WPQXWHYO,10522025
WPQXWHYO,RJGPVEXX,550075
DDEXPPXU,EVBVXETX,5005324
DEWLVASR,ZGJXVMNI,2443230
VMAQSTJE,GYHKIVQT,13891928
AXULOHBQ,HCDTGMST,20064
BJALXPFS,PYZMVUWD,1110
SDWAYPIK,UGEQLMXM,43278
XIIEJNEE,BUZIIBYG,15207584
OGAFEHLU,FCYBOAXC,100479947
OXKURKXR,DBWLZWNK,159574
QVLMOEYE,ATLDMDBO,40859486
VBYCLTYZ,UXSPKBJR,383074
XIFHSOWQ,SAHWCZNH,2128514
RJCAXSGH,KFQSHBNH,8953438
OKMBFVKS,RAWUKQMJ,3625121
OGAFEHLU,QRKRBYJL,2330814
ELQGMQWE,UIFPPCLR,61705
KFQSHBNH,OKMBFVKS,1905084
MBSBZBXA,TGOELCAG,426347
VBYCLTYZ,FRHNWLNI,991854
PYZMVUWD,UIFPPCLR,60139
QVLMOEYE,LSOIUSXD,118930
OGAFEHLU,OKMBFVKS,1866108
BEZYMBBT,OXKURKXR,103626
KJNSOAHR,ZCELVYQU,28024
UXSPKBJR,NZKBIBNU,208574
JERHKLYW,TGOELCAG,447029
XIPPENFQ,KAGJCHMR,1867
FRHNWLNI,BJALXPFS,139425
XIFHSOWQ,WPQXWHYO,10534681
UIFPPCLR,KJNSOAHR,12351100
RUVXNNVA,ZCELVYQU,28025
ANWUJOKX,SDWAYPIK,5353581
WBLJNPZQ,BEZYMBBT,3287970
LPHPPJUG,EVBVXETX,5002824
APQGTRMF,GYHKIVQT,13865387
UIFPPCLR,BEZYMBBT,3308622
JBVHSUWY,GYHKIVQT,13907889
FQCLOEXA,ZCELVYQU,28103
NAQIHUKZ,DEWLVASR,331894
UXSPKBJR,XIIEJNEE,20855
ELQGMQWE,RJGPVEXX,564588
XIFHSOWQ,FCYBOAXC,101552201
RAWUKQMJ,KEUWZRKO,319583
RAWUKQMJ,DNMPSKTB,5084539
JPBRUTWP,VBYCLTYZ,214517
BJALXPFS,UGEQLMXM,43368
VUAFAIYJ,ZCELVYQU,28106
VBYCLTYZ,BJALXPFS,140022
GYHKIVQT,JBVHSUWY,293623
ATLDMDBO,APQGTRMF,6068
VUAFAIYJ,RUVXNNVA,1
RJCAXSGH,FQCLOEXA,1814997
RCBZUSIM,AXULOHBQ,72018
UIFPPCLR,FRHNWLNI,990313
WBLJNPZQ,ZKENOUDA,332545
IGDVVKUD,BEZYMBBT,3280480
OKMBFVKS,WBLJNPZQ,136788
JPBRUTWP,WBLJNPZQ,137126
ROACSLMG,XUOIQPFL,2406160
ZGJXVMNI,ZXERAXWP,26678
AANGBULD,ZGJXVMNI,2438304
KEUWZRKO,NZKBIBNU,213169
ELQGMQWE,WBLJNPZQ,140710
ZKENOUDA,FTSVTTSR,165152
APQGTRMF,QRKRBYJL,2333010
WBLJNPZQ,VWMBASNE,108363
XIFHSOWQ,NZKBIBNU,213623
LLHREMKS,RJCAXSGH,4821253
LPHPPJUG,RJGPVEXX,564122
FRHNWLNI,UGEQLMXM,43256
ZXERAXWP,DEWLVASR,331796
KFQSHBNH,ZKENOUDA,323951
ELQGMQWE,ZKENOUDA,323314
ZKENOUDA,LPHPPJUG,1072136
ANWUJOKX,RAWUKQMJ,3630325
DBWLZWNK,BTMOEMEP,9447814
ELQGMQWE,KJNSOAHR,12155294
UIFPPCLR,SDWAYPIK,5347807
APQGTRMF,JERHKLYW,9386
APQGTRMF,DBWLZWNK,156353
ELQGMQWE,RJCAXSGH,4736517
QRKRBYJL,UIFPPCLR,60021
LPHPPJUG,FQCLOEXA,1810632
LSOIUSXD,DUCMGGNW,729839
LPHPPJUG,PYZMVUWD,1162
DDEXPPXU,DEWLVASR,331639
BTMOEMEP,WBLJNPZQ,137418
XIIEJNEE,JPBRUTWP,5415364
BJALXPFS,SDWAYPIK,5345683
XIIEJNEE,EVBVXETX,5002952
RCBZUSIM,ATLDMDBO,40868952
KEUWZRKO,JBVHSUWY,294588
WBLJNPZQ,UGEQLMXM,43219
OGAFEHLU,GYHKIVQT,13984848
DNMPSKTB,VWMBASNE,108853
SDWAYPIK,QJQJSWFU,132010
AHMDUILJ,ATLDMDBO,40865673
FRHNWLNI,QRKRBYJL,2329533
QVLMOEYE,SDWAYPIK,5341084
XIIEJNEE,RAWUKQMJ,3617806
APQGTRMF,BSRMSVTC,159311
WBLJNPZQ,CCLHWFWF,11361385
BJALXPFS,GYHKIVQT,13892973
AXULOHBQ,DNMPSKTB,5090598
AANGBULD,ZCELVYQU,28183
RJCAXSGH,KJNSOAHR,12162476
RJCAXSGH,FWUCPMMW,2158
VWMBASNE,GIKPEWTY,1
DBWLZWNK,JSLXRQOK,1776
BEZYMBBT,WBLJNPZQ,136561
FCYBOAXC,VUAFAIYJ,653818
ELQGMQWE,HXYSSRXE,5077703
BTMOEMEP,WQMVCOEM,22905
LTOYKIML,RUVXNNVA,1
JBVHSUWY,BEZYMBBT,3280046
EVBVXETX,ZCELVYQU,28102
LPHPPJUG,BJALXPFS,143651
XIFHSOWQ,RJGPVEXX,573430
RJGPVEXX,FITUEHWN,79189
XUOIQPFL,PYZMVUWD,1097
RAWUKQMJ,JPBRUTWP,5417630
BSRMSVTC,OGAFEHLU,2
YSYHGLQK,AANGBULD,359694
UIFPPCLR,QVLMOEYE,1042316
IGDVVKUD,FRHNWLNI,991761
NZKBIBNU,SAHWCZNH,2162979
OKMBFVKS,RJGPVEXX,575034
ZXERAXWP,AANGBULD,340387
QVLMOEYE,OKMBFVKS,1871422
QVLMOEYE,JPBRUTWP,5408971
CCLHWFWF,LTOYKIML,310088
BTMOEMEP,UGEQLMXM,43076
DEWLVASR,ELQGMQWE,494499
XIIEJNEE,VWMBASNE,108693
BJALXPFS,BTMOEMEP,9452009
ANWUJOKX,QVLMOEYE,1041456
AHMDUILJ,XUOIQPFL,2410019
APQGTRMF,SDWAYPIK,5352422
UXSPKBJR,ATLDMDBO,40725837
SDWAYPIK,ANWUJOKX,2
BSRMSVTC,PYZMVUWD,1126
RJGPVEXX,SAHWCZNH,2165854
GYHKIVQT,VWMBASNE,106049
LRVGFDFM,QJQJSWFU,132329
UIFPPCLR,XUOIQPFL,2421413
EVBVXETX,NZKBIBNU,208813
OKMBFVKS,BJALXPFS,139797
DNMPSKTB,UGEQLMXM,43254
DEWLVASR,FTSVTTSR,165454
WPQXWHYO,ZKENOUDA,324210
CCLHWFWF,ZCELVYQU,28104
XIPPENFQ,JPBRUTWP,5505897
OKMBFVKS,BTMOEMEP,9447400
AXULOHBQ,XIFHSOWQ,73266
AXULOHBQ,QJQJSWFU,132083
IGDVVKUD,JPBRUTWP,5403466
ATLDMDBO,VBYCLTYZ,214045
SDWAYPIK,DBWLZWNK,159379
ZXERAXWP,LTOYKIML,309904
LUENUFGA,XIPPENFQ,86162
DBWLZWNK,UXSPKBJR,382276
DEWLVASR,RJCAXSGH,4769897
DNMPSKTB,IGDVVKUD,7542
QRKRBYJL,BJALXPFS,140151
HXYSSRXE,PYZMVUWD,1079
LUENUFGA,MIRCVAMV,12523
AANGBULD,WPQXWHYO,10505465
KFQSHBNH,APQGTRMF,6102
ZCELVYQU,ANWUJOKX,1
LSOIUSXD,MIRCVAMV,12670
UGEQLMXM,AXULOHBQ,72173
UXSPKBJR,RCBZUSIM,13354
ZKENOUDA,VUAFAIYJ,686339
LTOYKIML,VUAFAIYJ,686050
DEWLVASR,ZXERAXWP,30597
UXSPKBJR,BTMOEMEP,9412313
XUOIQPFL,XIIEJNEE,21046
HXYSSRXE,WBLJNPZQ,137221
ZGJXVMNI,DEWLVASR,330898
UGEQLMXM,WBLJNPZQ,137245
FDXPMYGF,TGOELCAG,435064
APQGTRMF,ATLDMDBO,40782316
UXSPKBJR,EVBVXETX,4996731
AXULOHBQ,PLMZALFA,1
FRHNWLNI,RCBZUSIM,13147
BEZYMBBT,UIFPPCLR,60049
KEUWZRKO,XIPPENFQ,85754
AANGBULD,LTOYKIML,308457
UIFPPCLR,RCBZUSIM,14003
ROACSLMG,APQGTRMF,6551
RJCAXSGH,BLANHGYY,7848
DBWLZWNK,LSOIUSXD,116212
MBSBZBXA,AHMDUILJ,104792
SAHWCZNH,LUENUFGA,3510675
DBWLZWNK,OKMBFVKS,1865174
KEUWZRKO,QJQJSWFU,131838
DBWLZWNK,ANWUJOKX,1
WBLJNPZQ,PYZMVUWD,1129
RJCAXSGH,LSOIUSXD,118922
JPBRUTWP,OXKURKXR,103668
OKMBFVKS,SDWAYPIK,5350862
WBLJNPZQ,XIFHSOWQ,74605
DBWLZWNK,UIFPPCLR,59966
IGDVVKUD,QVLMOEYE,1036844
FRHNWLNI,BTMOEMEP,9480141
XIIEJNEE,DUCMGGNW,726487
AHMDUILJ,QRKRBYJL,2334190
QJQJSWFU,BEZYMBBT,3289168
OXKURKXR,WBLJNPZQ,136719
BLANHGYY,PYZMVUWD,1123
QVLMOEYE,BSRMSVTC,158918
JBVHSUWY,OKMBFVKS,1867370
GIKPEWTY,CCLHWFWF,11364383
FQCLOEXA,RJGPVEXX,561842
EVBVXETX,KJNSOAHR,12151616
QKXNTIIB,LTOYKIML,308908
DEWLVASR,RJGPVEXX,562559
AHMDUILJ,WPQXWHYO,10498261
DNMPSKTB,XIIEJNEE,21119
WQMVCOEM,BSRMSVTC,158384
ANWUJOKX,GYHKIVQT,13910165
NZKBIBNU,QJQJSWFU,135980
VUAFAIYJ,UGEQLMXM,44034
RAWUKQMJ,FQCLOEXA,1858035
OKMBFVKS,DJBLNPNC,263
AHMDUILJ,LRVGFDFM,7056017
OXKURKXR,WQMVCOEM,23963
BTMOEMEP,VBYCLTYZ,214055
ZXERAXWP,YSYHGLQK,3169
DEWLVASR,SDWAYPIK,5390412
TANNMIMB,LUENUFGA,3533528
GYHKIVQT,RCBZUSIM,12567
FTSVTTSR,DEWLVASR,331126
OKMBFVKS,ZXERAXWP,37058
GYHKIVQT,UIFPPCLR,58532
VUAFAIYJ,APQGTRMF,6187
BJALXPFS,XIFHSOWQ,75529
VBYCLTYZ,AXULOHBQ,71992
ZXERAXWP,ZKENOUDA,324160
WBLJNPZQ,DBWLZWNK,158046
XUOIQPFL,LRVGFDFM,7089391
QRKRBYJL,WBLJNPZQ,137401
OGAFEHLU,MIRCVAMV,12666
DBWLZWNK,FRHNWLNI,990955
RJCAXSGH,YSYHGLQK,2788
LRVGFDFM,XUOIQPFL,2400327
XUOIQPFL,OGAFEHLU,2
MIRCVAMV,VUAFAIYJ,700958
FITUEHWN,RCBZUSIM,13377
VWMBASNE,EVBVXETX,5105880
LSOIUSXD,QVLMOEYE,1037091
SAHWCZNH,TANNMIMB,1
PLMZALFA,SAHWCZNH,2128064
ELQGMQWE,FITUEHWN,79295
QVLMOEYE,FDXPMYGF,1963
HXYSSRXE,VWMBASNE,108813
PYZMVUWD,LSOIUSXD,119010
FDXPMYGF,PYZMVUWD,1119
CCLHWFWF,VWMBASNE,106050
XUOIQPFL,RCBZUSIM,13148
VWMBASNE,ZXERAXWP,37803
ZKENOUDA,HXYSSRXE,5079728
FITUEHWN,KJNSOAHR,12156634
LPHPPJUG,OKMBFVKS,1911654
HXYSSRXE,PLMZALFA,2
MIRCVAMV,NZKBIBNU,208292
QJQJSWFU,OKMBFVKS,1871867
XUOIQPFL,WQMVCOEM,22948
VBYCLTYZ,UIFPPCLR,59825
JBVHSUWY,XUOIQPFL,2407445
KJNSOAHR,ANWUJOKX,2
